Card_id,Header,Review,Location,shop
608d516ef9f48708f0e8e739,Love Shein UK,"Love Shein UK. There is alot of variety of things to buy. I have loved everything I have purchased to far, from dresses, outfits, loungewear, pjs, underwear, jumpers, hoodies, pet care/toys/carrier, jewellery, kitchen tools/accessories, trainers  and  so much more. It does take longer delivery than othere places but I do not mind as I get so much more for my money with them.",Britain (UK),Sheinside
5fcc43ab5e693f0704a151ac,NEVER shopping there again!,"I ordered my first ever package from shein on nov 14th and it said id be here by December 1, AND STILL no package i am very angry, my mother worked so hard to get enough money to buy the clothes we wanted just to get nothing!! Its now December 5 and STILL no package",Puerto Rico,Sheinside
600b7159755dc109e8e30aab,Unreliable,"Unreliable, give false dispatch times, parcel has been sent, will be with you in 2 days, item is then no longer available, zero answers, zero customer service, needless to say I cancelled the order as it would not have been in time for Christmas. Extremely disappointing experience, slow refund, will never have the trust to shop with you again despite your so called ‘range’ that you cannot ship, you simply over promise and do not just under deliver, you do not deliver at all. I would suggest less targeted marketing and focusing on your distribution chain. No thank you 👎👎👎",Ireland,Zalando
542b11e00000640002a93ab4,Outstanding customer service,Thank you for an amazing product and the exceptional customer service. I will definitely be returning again in the near future.,United States,Sheinside
6054b729f85d7509fc1070d4,I always loved wish most of the time I…,I always loved wish most of the time I am very satisfied with the products. I ordered one of my favourite continue to do the amazing job that you are doing and thank you for always asking questions if I am satisfied or not and I am very satisfied thank you have a great day✌❤,Canada,Wish
609c0c5af9f4870a94a0518f,"Misleading, counterfeit, wrong website, awful products, terrible customer service","This website is VERY bad. They have sellers who sell misleading, totally defective products, that will not work for you. Then they will never refund or even apologize. As an example, i bought two Mummy and me dresses from them. The seller claimed dresses are cotton. They are not. They are pure synthetic (after I received them in almost 2 months after placing the order). On top of that, Mother's dress is defective, having a hole, and badly made. And one of the sleeves leaves a deep scar-looking trace on my arm, as the ribbon is too tight even for a baby arm. I had the trace for 2 days after taking the dress off!! It is an injury!! Around the same time, I ordered the shoes from that website (not knowing HOW bad they are yet). The shoes came in a separate package after the defective dresses. Needless to say, instead of a claimed 'leather' the shoes were synthetic. On top of that, it is impossible to connect them in any way to a foot. Seriously. I was not able to make a single step in them. They are created not for humans. I do not know how they could come up with such construction and configuration, but the shoes are not functioning. Nobody even apologized, not talking about giving a refund to me. Misleading, counterfeit, wrong website, awful products, terrible customer service.",United States,Wish
57921f0d0000ff00097344da,Love this site!,This site is great! I love the variety of clothes they have. You cannot find some of these any where else. I will be a loyal customer. Shipping is always on time and they always answer any questions I have.,United States,Sheinside
5f8feb49798e6f0aa0aa7562,Delivery was LATE and service was rubbish.,Delivery was LATE. My order was a gift so I am VERY dissatisfied. I phoned customer service and the man was RUDE. Very bad service and I do not recommend ordering from this company.,Britain (UK),Zalando
59f353de31302a0ef48ff1a4,First experience with Zalando,"Zalando website: great website - easy to navigate and to order, excellent choice of clothing and competitive prices. Delivery: Hermes is not a good choice of delivery partner - they are unflexible and do not provide any visibility of delivery date/ time window.",Britain (UK),Zalando
5f732afb798e6f096022b66f,Good but long time return,"Overall a good store, there are discounts, fast delivery. But a long refund procedure (9 calendar days later I do not see the money in my account).",Denmark,Boozt
6032b2e8f85d750b989c4cc1,The best eshop with the best prices,The best eshop with the best prices. The delivery is always on time.,Greece,Boozt
59e9d452288eb20afc498261,Quick free delivery,Quick free delivery.  Items very good quality will definitely buy from zalando again.  Am a happy buyer thank you,Britain (UK),Zalando
56853ecc0000ff00092acf67,Never received package,Placed an order over 3 weeks ago and never received my package. Tried to contact sheinside via email and never got a reply. They are very hard to get ahold of since they do not even have a customer service number. At this point I would just like my money back but seeing as how they do not respond to emails I doubt that will happen. Definitely will not be using this site ever again.,United States,Sheinside
55467a2f0000ff0002e250ac,Very ambitious service,"I love that Nelly.com has a very ambitious service and that they give you direct answers, from a very short period of time. I am glad that they felt the need to answer me very correctly and it was very nice of them!",Sweden,Nelly
578bb42c0000ff0009716b83,awesome,"good online website affordable, free shipping not more i could ask for plus great customer service",United States,Sheinside
5a9dcc26d27b0a0a40ab22c4,"Brilliant service, fast delivery.",Ordered a jumper for my mom for mother’s day. After looking everywhere for the product and seeing that no where has the size she needed. I found That Zalando had it in stock. After never ordering from Zalando before I was a little suspicious because of the mix of good and bad reviews I had read. I decided to go for it and do not regret my decision at all. Ordered on Thursday night and it was here for Monday. Brilliant company. Fast delivery. Will 100% be ordering from then again!!,Britain (UK),Zalando
